"","Revenue.AUD.","cluster"
"24902",35.63,3
"24903",92.63,3
"24904",52.25,3
"24905",0,3
"24906",0,3
"24907",0,3
"24908",136.32,3
"24909",140.85,3
"24910",74.75,3
"24911",113.59,3
"24912",672.64,2
"24913",161.76,3
"24914",199.95,1
"24915",107.72,3
"24916",81.77,3
"24917",99.09,3
"24918",49.08,3
"24919",49.08,3
"24920",90,3
"24921",106.32,3
"24922",120.46,3
"24923",495.45,1
"24924",39.55,3
"24925",172.73,3
"24926",81.82,3
"24927",31.96,3
"24928",35.61,3
"24929",90,3
"24930",77.27,3
"24931",54.5,3
"24932",72.73,3
"24933",409,1
"24934",81.77,3
"24935",90.85,3
"24936",90.86,3
"24937",160.05,3
"24938",81.81,3
"24939",235.5,1
"24940",163.54,3
"24941",317.27,1
"24942",113.18,3
"24943",153.64,3
"24944",145.44,3
"24945",0,3
"24946",65.87,3
"24947",72.73,3
"24948",108.18,3
"24949",299.09,1
"24950",54.48,3
"24951",154.54,3
"24952",221.78,1
"24953",81.73,3
"24954",54.5,3
"24955",95.43,3
"24956",49.91,3
"24957",236.36,1
"24958",90.82,3
"24959",236.22,1
"24960",63.59,3
"24961",49.95,3
"24962",163.53,3
"24963",172.68,3
"24964",54.54,3
"24965",118.09,3
"24966",86.32,3
"24967",63.59,3
"24968",167.24,3
"24969",115.91,3
"24970",54.5,3
"24971",366.27,1
"24972",192.68,1
"24973",171.37,3
"24974",135.45,3
"24975",126.36,3
"24976",95.32,3
"24977",290.82,1
"24978",136.32,3
"24979",56.32,3
"24980",32,3
"24981",94.04,3
"24982",26.33,3
"24983",189.01,1
"24984",140.91,3
"24985",150,3
"24986",77.21,3
"24987",54.55,3
"24988",203.39,1
"24989",67.6,3
"24990",99.95,3
"24991",80.91,3
"24992",81.83,3
"24993",160.92,3
"24994",50.86,3
"24995",73.13,3
"24996",327.18,1
"24997",68.14,3
"24998",63.64,3
"24999",181.75,1
"25000",236.27,1
"25001",121.73,3
"25002",54.5,3
"25003",57.27,3
"25004",97.7,3
"25005",309.09,1
"25006",318.09,1
"25007",54.5,3
"25008",71.28,3
"25009",164.45,3
"25010",299.09,1
"25011",118.17,3
"25012",76.82,3
"25013",45.45,3
"25014",148.09,3
"25015",109,3
"25016",53.64,3
"25017",276.25,1
"25018",54.46,3
"25019",109,3
"25020",135.46,3
"25021",81.82,3
"25022",90.9,3
"25023",117.27,3
"25024",44.69,3
"25025",109.08,3
"25026",68.09,3
"25027",54.09,3
"25028",108.96,3
"25029",109.09,3
"25030",85.85,3
"25031",62.73,3
"25032",226.31,1
"25033",49.95,3
"25034",138.17,3
"25035",149.93,3
"25036",57.23,3
"25037",263.54,1
"25038",0,3
"25039",136.35,3
"25040",321.05,1
"25041",58.15,3
"25042",93.58,3
"25043",163.54,3
"25044",127.27,3
"25045",90.91,3
"25046",73.59,3
"25047",127.23,3
"25048",50,3
"25049",218.18,1
"25050",90,3
"25051",59.07,3
"25052",59.07,3
"25053",59.07,3
"25054",65.42,3
"25055",65.42,3
"25056",119.99,3
"25057",72.68,3
"25058",65.37,3
"25059",181.77,1
"25060",48.91,3
"25061",51.75,3
"25062",81.77,3
"25063",70.91,3
"25064",138.93,3
"25065",18.99,3
"25066",215,1
"25067",150.68,3
"25068",235.41,1
"25069",163.55,3
"25070",244.55,1
"25071",58.95,3
"25072",334.99,1
"25073",97.45,3
"25074",526.27,2
"25075",72.68,3
"25076",81.73,3
"25077",90.9,3
"25078",136.32,3
"25079",54.5,3
"25080",35.42,3
"25081",34.69,3
"25082",63.62,3
"25083",50.87,3
"25084",131.73,3
"25085",126.72,3
"25086",161.74,3
"25087",181.09,1
"25088",118.29,3
"25089",73.59,3
"25090",40.1,3
"25091",109,3
"25092",209.09,1
"25093",544.55,2
"25094",312.64,1
"25095",182.62,1
"25096",62.68,3
"25097",127.27,3
"25098",158.1,3
"25099",236.36,1
"25100",218.18,1
"25101",164.49,3
"25102",127.15,3
"25103",90.86,3
"25104",154.5,3
"25105",428.29,1
"25106",44.1,3
"25107",85,3
"25108",230.79,1
"25109",235.28,1
"25110",104.49,3
"25111",172.68,3
"25112",72.65,3
"25113",63.59,3
"25114",161.3,3
"25115",209.93,1
"25116",90.82,3
"25117",568.18,2
"25118",372.46,1
"25119",100,3
"25120",81.8,3
"25121",89.05,3
"25122",170.18,3
"25123",63.59,3
"25124",172.68,3
"25125",686.64,2
"25126",54.5,3
"25127",427.23,1
"25128",109.05,3
"25129",162.63,3
"25130",65.84,3
"25131",245.41,1
"25132",89.73,3
"25133",90.86,3
"25134",151.93,3
"25135",239.18,1
"25136",130.09,3
"25137",165.63,3
"25138",99.95,3
"25139",63.59,3
"25140",138.1,3
"25141",159.94,3
"25142",122.68,3
"25143",63.59,3
"25144",49.06,3
"25145",109.08,3
"25146",100,3
"25147",486.39,1
"25148",127.23,3
"25149",48.6,3
"25150",99.55,3
"25151",141.35,3
"25152",139,3
"25153",81.77,3
"25154",86.48,3
"25155",226.36,1
"25156",222.05,1
"25157",181.66,1
"25158",73.56,3
"25159",26.53,3
"25160",163.21,3
"25161",149.91,3
"25162",0,3
"25163",78.75,3
"25164",198.77,1
"25165",90.86,3
"25166",254.4,1
"25167",154.64,3
"25168",72.69,3
"25169",0,3
"25170",0.73,3
"25171",590,2
"25172",140,3
"25173",63.64,3
"25174",101.96,3
"25175",53.54,3
"25176",93.07,3
"25177",109.05,3
"25178",44.73,3
"25179",131.77,3
"25180",123.18,3
"25181",121.91,3
"25182",130.81,3
"25183",163.54,3
"25184",54.5,3
"25185",195.39,1
"25186",54.5,3
"25187",100.82,3
"25188",109.05,3
"25189",202.16,1
"25190",100,3
"25191",106.9,3
"25192",168.59,3
"25193",94.96,3
"25194",49.01,3
"25195",81.82,3
"25196",63.59,3
"25197",109.05,3
"25198",145.42,3
"25199",227.17,1
"25200",72.68,3
"25201",81.81,3
"25202",117.4,3
"25203",199.95,1
"25204",104.48,3
"25205",45.45,3
"25206",122.66,3
"25207",99.95,3
"25208",53.13,3
"25209",221.72,1
"25210",85.41,3
"25211",350,1
"25212",427.23,1
"25213",127.26,3
"25214",72.69,3
"25215",90.91,3
"25216",363.64,1
"25217",62.95,3
"25218",199.9,1
"25219",273.42,1
"25220",68.16,3
"25221",0.1,3
"25222",33.36,3
"25223",102.38,3
"25224",318.14,1
"25225",115.91,3
"25226",206.14,1
"25227",70.59,3
"25228",118.18,3
"25229",109.05,3
"25230",286.36,1
"25231",59.09,3
"25232",196.26,1
"25233",122.63,3
"25234",143.64,3
"25235",199.95,1
"25236",127.26,3
"25237",49.98,3
"25238",59.09,3
"25239",90,3
"25240",117.27,3
"25241",108.6,3
"25242",989.2,2
"25243",119,3
"25244",135.34,3
"25245",126.36,3
"25246",72.68,3
"25247",198.82,1
"25248",180,1
"25249",171.75,3
"25250",109.05,3
"25251",86.27,3
"25252",136.32,3
"25253",136.32,3
"25254",171.82,3
"25255",188.79,1
"25256",81.77,3
"25257",78.13,3
"25258",50.87,3
"25259",77.23,3
"25260",197.39,1
"25261",145.45,3
"25262",127.27,3
"25263",127.27,3
"25264",45.45,3
"25265",363.56,1
"25266",120.33,3
"25267",134.9,3
"25268",213.55,1
"25269",117.67,3
"25270",54.53,3
"25271",90.86,3
"25272",125.41,3
"25273",0,3
"25274",46.32,3
"25275",416.95,1
"25276",163.13,3
"25277",76.34,3
"25278",49.98,3
"25279",61.82,3
"25280",186.28,1
"25281",195.32,1
"25282",526.36,2
"25283",99.95,3
"25284",72.68,3
"25285",145.45,3
"25286",118.1,3
"25287",197.24,1
"25288",158.45,3
"25289",54.5,3
"25290",163.53,3
"25291",35.64,3
"25292",63.63,3
"25293",245.36,1
"25294",344.32,1
"25295",199.87,1
"25296",81.77,3
"25297",59.07,3
"25298",271.51,1
"25299",130.87,3
"25300",128.99,3
"25301",77.2,3
"25302",121.91,3
"25303",58.8,3
"25304",90.82,3
"25305",144.64,3
"25306",217.54,1
"25307",76,3
"25308",114,3
"25309",63.59,3
"25310",104.54,3
"25311",209.09,1
"25312",190.86,1
"25313",68.15,3
"25314",46.34,3
"25315",72.73,3
"25316",154.49,3
"25317",94.45,3
"25318",54.49,3
"25319",77.24,3
"25320",26.53,3
"25321",35.6,3
"25322",47.21,3
"25323",81.72,3
"25324",50.86,3
"25325",180.91,1
"25326",126.31,3
"25327",81.77,3
"25328",139.09,3
"25329",25.87,3
"25330",81.77,3
"25331",113.5,3
"25332",30.17,3
"25333",39.05,3
"25334",54.55,3
"25335",153.69,3
"25336",53.08,3
"25337",122.38,3
"25338",57.26,3
"25339",304.73,1
"25340",417.22,1
"25341",99.89,3
"25342",118.18,3
"25343",21.96,3
"25344",63.64,3
"25345",351.38,1
"25346",81.82,3
"25347",89.68,3
"25348",153.64,3
"25349",172.68,3
"25350",146.05,3
"25351",63.59,3
"25352",116.33,3
"25353",35.55,3
"25354",181.81,1
"25355",90.86,3
"25356",236.32,1
"25357",81.77,3
"25358",28.35,3
"25359",64.03,3
"25360",262.73,1
"25361",154.46,3
"25362",81.77,3
"25363",218.09,1
"25364",49.96,3
"25365",118.16,3
"25366",136.35,3
"25367",85,3
"25368",93.09,3
"25369",180.32,1
"25370",72.72,3
"25371",440.19,1
"25372",67.46,3
"25373",44.51,3
"25374",163.64,3
"25375",77.22,3
"25376",54.5,3
"25377",26.54,3
"25378",427.18,1
"25379",62.73,3
"25380",46,3
"25381",308.58,1
"25382",45.46,3
"25383",65.42,3
"25384",63.59,3
"25385",135.45,3
"25386",172.68,3
"25387",63.59,3
"25388",290.86,1
"25389",168.13,3
"25390",290.86,1
"25391",153.27,3
"25392",168.18,3
"25393",87.27,3
"25394",172.63,3
"25395",81.77,3
"25396",45.45,3
"25397",77.18,3
"25398",109.09,3
"25399",118.18,3
"25400",59.07,3
"25401",59,3
"25402",72.69,3
"25403",21.99,3
"25404",77.27,3
"25405",63.61,3
"25406",73.82,3
"25407",81.73,3
"25408",171.82,3
"25409",92.53,3
"25410",44.69,3
"25411",563.49,2
"25412",281.73,1
"25413",131.18,3
"25414",76.3,3
"25415",16.7,3
"25416",138.02,3
"25417",88.17,3
"25418",181.82,1
"25419",59.67,3
"25420",0,3
"25421",0,3
"25422",3.05,3
"25423",47.86,3
"25424",0,3
"25425",22.54,3
"25426",90,3
"25427",54.5,3
"25428",71.71,3
"25429",77.24,3
"25430",109.04,3
"25431",77.89,3
"25432",113.55,3
"25433",71.82,3
"25434",180.91,1
"25435",154.45,3
"25436",118.14,3
"25437",26.54,3
"25438",86.36,3
"25439",131.71,3
"25440",109.05,3
"25441",408.09,1
"25442",163.62,3
"25443",208.14,1
"25444",136.24,3
"25445",364.36,1
"25446",108.15,3
"25447",72.68,3
"25448",113.83,3
"25449",181.72,1
"25450",121.57,3
"25451",260.46,1
"25452",37.9,3
"25453",90.86,3
"25454",282.65,1
"25455",0,3
"25456",72.68,3
"25457",72.67,3
"25458",50.91,3
"25459",99.95,3
"25460",163.54,3
"25461",153.23,3
"25462",77.23,3
"25463",23.97,3
"25464",77.2,3
"25465",154.55,3
"25466",154.5,3
"25467",50.9,3
"25468",200,1
"25469",127.26,3
"25470",231.32,1
"25471",250.92,1
"25472",127.23,3
"25473",59.05,3
"25474",30.87,3
"25475",90.91,3
"25476",78.99,3
"25477",194.55,1
"25478",85.92,3
"25479",104.93,3
"25480",54.09,3
"25481",47.68,3
"25482",90.86,3
"25483",136.32,3
"25484",90.91,3
"25485",154.5,3
"25486",167.27,3
"25487",251.62,1
"25488",131.68,3
"25489",90.9,3
"25490",593.95,2
"25491",89.68,3
"25492",90.91,3
"25493",318.1,1
"25494",60.81,3
"25495",115.9,3
"25496",502.56,1
"25497",109.09,3
"25498",133.55,3
"25499",63.64,3
"25500",45.45,3
"25501",145.31,3
"25502",57.11,3
"25503",18.33,3
"25504",218.13,1
"25505",180,1
"25506",90.55,3
"25507",59.03,3
"25508",125.41,3
"25509",198.41,1
"25510",71.82,3
"25511",127.22,3
"25512",117.27,3
"25513",153.19,3
"25514",190.9,1
"25515",163.64,3
"25516",222.45,1
"25517",81.77,3
"25518",686.72,2
"25519",81.77,3
"25520",0,3
"25521",30.59,3
"25522",172.68,3
"25523",50.18,3
"25524",44.51,3
"25525",65.41,3
"25526",118.64,3
"25527",77.27,3
"25528",35.6,3
"25529",109,3
"25530",21.96,3
"25531",536.19,2
"25532",93.14,3
"25533",72.68,3
"25534",603.44,2
"25535",254.55,1
"25536",63.59,3
"25537",120,3
"25538",354.55,1
"25539",19.47,3
"25540",159.09,3
"25541",160.92,3
"25542",35.46,3
"25543",90.91,3
"25544",113.64,3
"25545",210.84,1
"25546",81.82,3
"25547",45.45,3
"25548",113.59,3
"25549",50.46,3
"25550",394.73,1
"25551",172.66,3
"25552",54.5,3
"25553",127.18,3
"25554",99.98,3
"25555",109,3
"25556",109.05,3
"25557",22.01,3
"25558",127.23,3
"25559",149.86,3
"25560",150.53,3
"25561",118.09,3
"25562",59.09,3
"25563",54.48,3
"25564",68.16,3
"25565",118.14,3
"25566",122.67,3
"25567",11.91,3
"25568",218.18,1
"25569",52.25,3
"25570",72.27,3
"25571",163.59,3
"25572",109.09,3
"25573",181.65,1
"25574",50.14,3
"25575",86.32,3
"25576",180,1
"25577",208.18,1
"25578",630.48,2
"25579",104.53,3
"25580",54.54,3
"25581",65.45,3
"25582",0,3
"25583",90.86,3
"25584",129.49,3
"25585",80.88,3
"25586",90.82,3
"25587",194.53,1
"25588",136.36,3
"25589",109.09,3
"25590",104.99,3
"25591",106.27,3
"25592",272.55,1
"25593",49.95,3
"25594",44.64,3
"25595",99.95,3
"25596",108.18,3
"25597",240.45,1
"25598",144.73,3
"25599",154.49,3
"25600",72.72,3
"25601",57.27,3
"25602",86.3,3
"25603",56.31,3
"25604",54.92,3
"25605",329.49,1
"25606",463.17,1
"25607",1042.69,2
"25608",54.5,3
"25609",109.05,3
"25610",37.43,3
"25611",81.82,3
"25612",144.23,3
"25613",145.3,3
"25614",178.71,1
"25615",28.33,3
"25616",44.28,3
"25617",72.63,3
"25618",153.64,3
"25619",54.55,3
"25620",183.26,1
"25621",76.35,3
"25622",35.4,3
"25623",158.58,3
"25624",59.05,3
"25625",64.73,3
"25626",331.62,1
"25627",145.36,3
"25628",77.21,3
"25629",90.64,3
"25630",431.82,1
"25631",114.5,3
"25632",168.09,3
"25633",81.73,3
"25634",60.91,3
"25635",54.5,3
"25636",163.64,3
"25637",51.68,3
"25638",145.41,3
"25639",34.99,3
"25640",44.69,3
"25641",271.82,1
"25642",71.77,3
"25643",261.95,1
"25644",244.55,1
"25645",54.09,3
"25646",68.04,3
"25647",215.91,1
"25648",203.86,1
"25649",109.09,3
"25650",118.14,3
"25651",66.91,3
"25652",14.69,3
"25653",334.38,1
"25654",180.37,1
"25655",52.64,3
"25656",126.36,3
"25657",149.09,3
"25658",51.05,3
"25659",208.1,1
"25660",399.2,1
"25661",461.72,1
"25662",181.76,1
"25663",254.36,1
"25664",54.5,3
"25665",140.81,3
"25666",222.09,1
"25667",495.45,1
"25668",90.91,3
"25669",199.56,1
"25670",81.77,3
"25671",622.16,2
"25672",90.91,3
"25673",43.63,3
"25674",72.68,3
"25675",49.91,3
"25676",136.32,3
"25677",127.14,3
"25678",135.41,3
"25679",243.06,1
"25680",54.55,3
"25681",101.78,3
"25682",95.45,3
"25683",81.78,3
"25684",54.5,3
"25685",54.51,3
"25686",63.64,3
"25687",105,3
"25688",180,1
"25689",17,3
"25690",181.69,1
"25691",222.67,1
"25692",273.91,1
"25693",90.86,3
"25694",154.49,3
"25695",61.8,3
"25696",72.68,3
"25697",59.09,3
"25698",345.34,1
"25699",0,3
"25700",30.19,3
"25701",105.44,3
"25702",336.32,1
"25703",188.03,1
"25704",54.5,3
"25705",90.91,3
"25706",208.18,1
"25707",248.73,1
"25708",53.16,3
"25709",476.44,1
"25710",92.73,3
"25711",54.53,3
"25712",86.33,3
"25713",281.68,1
"25714",181.77,1
"25715",317.16,1
"25716",300.5,1
"25717",127.21,3
"25718",160,3
"25719",213.5,1
"25720",61.78,3
"25721",235.45,1
"25722",181.73,1
"25723",51.77,3
"25724",51.77,3
"25725",336.26,1
"25726",105.41,3
"25727",43.83,3
"25728",72.72,3
"25729",199.95,1
"25730",195.72,1
"25731",71.82,3
"25732",136.35,3
"25733",54.5,3
"25734",76.34,3
"25735",594.67,2
"25736",74.42,3
"25737",51.77,3
"25738",63.54,3
"25739",43.83,3
"25740",35.59,3
"25741",71.82,3
"25742",181.82,1
"25743",110.88,3
"25744",79.96,3
"25745",190.41,1
"25746",144.94,3
"25747",185.46,1
"25748",90.91,3
"25749",90.91,3
"25750",282.62,1
"25751",140.43,3
"25752",377.05,1
"25753",57.19,3
"25754",70.81,3
"25755",90.86,3
"25756",32.92,3
"25757",111.32,3
"25758",108.18,3
"25759",169.23,3
"25760",94.5,3
"25761",54.46,3
"25762",233.14,1
"25763",117.27,3
"25764",270.9,1
"25765",424.23,1
"25766",122.79,3
"25767",72.68,3
"25768",77.24,3
"25769",54.54,3
"25770",165.41,3
"25771",90.9,3
"25772",409.09,1
"25773",35.63,3
"25774",118.14,3
"25775",44.51,3
"25776",127.18,3
"25777",199.94,1
"25778",154.45,3
"25779",35,3
"25780",0,3
"25781",17.42,3
"25782",151.69,3
"25783",76.32,3
"25784",100,3
"25785",63.5,3
"25786",81.82,3
"25787",380.91,1
"25788",86.33,3
"25789",136.32,3
"25790",41.46,3
"25791",62.73,3
"25792",35.6,3
"25793",180.86,1
"25794",63.58,3
"25795",90.89,3
"25796",134.27,3
"25797",51.73,3
"25798",49.05,3
"25799",359.93,1
"25800",65.43,3
"25801",75.41,3
"25802",240.75,1
"25803",63.59,3
"25804",40.14,3
"25805",77.18,3
"25806",54.5,3
"25807",253.64,1
"25808",136.32,3
"25809",280.82,1
"25810",58.64,3
"25811",143.57,3
"25812",59.41,3
"25813",100.42,3
"25814",122.64,3
"25815",148.96,3
"25816",521.51,1
"25817",62.68,3
"25818",76.36,3
"25819",222.7,1
"25820",75.4,3
"25821",115.81,3
"25822",208.18,1
"25823",31.09,3
"25824",145.41,3
"25825",127.26,3
"25826",180.91,1
"25827",249.9,1
"25828",96.27,3
"25829",453.54,1
"25830",54.5,3
"25831",63.59,3
"25832",858.87,2
"25833",99.95,3
"25834",235.45,1
"25835",90.86,3
"25836",72.73,3
"25837",82.19,3
"25838",136.27,3
"25839",254.5,1
"25840",103.54,3
"25841",90,3
"25842",81.8,3
"25843",109,3
"25844",63.54,3
"25845",144,3
"25846",49.95,3
"25847",173.49,3
"25848",68.18,3
"25849",68.18,3
"25850",181.77,1
"25851",109.05,3
"25852",54.54,3
"25853",56.35,3
"25854",180.58,1
"25855",63.64,3
"25856",337.17,1
"25857",117.69,3
"25858",127.23,3
"25859",0,3
"25860",190.86,1
"25861",26.33,3
"25862",84.05,3
"25863",72.68,3
"25864",121.83,3
"25865",82.33,3
"25866",51.31,3
"25867",254.55,1
"25868",59.05,3
"25869",72.73,3
"25870",59.06,3
"25871",77.24,3
"25872",19.68,3
"25873",172.73,3
"25874",65.42,3
"25875",104.53,3
"25876",138.15,3
"25877",546.89,2
"25878",159.07,3
"25879",272.73,1
"25880",130.9,3
"25881",308.99,1
"25882",73.64,3
"25883",103.59,3
"25884",54.5,3
"25885",472.73,1
"25886",51.82,3
"25887",118.14,3
"25888",35.6,3
"25889",37.88,3
"25890",0,3
"25891",21.96,3
"25892",0.16,3
"25893",162.67,3
"25894",102.74,3
"25895",122.91,3
"25896",136.35,3
"25897",63.59,3
"25898",49.95,3
"25899",95.43,3
"25900",77.21,3
"25901",61.05,3
"25902",17.42,3
"25903",145.4,3
"25904",44.69,3
"25905",73.5,3
"25906",76.32,3
"25907",172.67,3
"25908",88.6,3
"25909",127.27,3
"25910",21.08,3
"25911",109.08,3
"25912",104.45,3
"25913",118.18,3
"25914",109,3
"25915",154.79,3
"25916",136.27,3
"25917",98.14,3
"25918",89.08,3
"25919",35.63,3
"25920",0,3
"25921",68.14,3
"25922",109.03,3
"25923",279.09,1
"25924",99.95,3
"25925",135.41,3
"25926",354.55,1
"25927",218.18,1
"25928",145.41,3
"25929",435.51,1
"25930",67.9,3
"25931",195.37,1
"25932",63.64,3
"25933",44.73,3
"25934",136.28,3
"25935",64.73,3
"25936",200,1
"25937",87.37,3
"25938",57.19,3
"25939",136.23,3
"25940",116.33,3
"25941",137.42,3
"25942",209.05,1
"25943",90,3
"25944",208.23,1
"25945",54.5,3
"25946",90.86,3
"25947",387.51,1
"25948",109.09,3
"25949",154.5,3
"25950",63.59,3
"25951",53.64,3
"25952",52.68,3
"25953",90.86,3
"25954",163.59,3
"25955",97.82,3
"25956",59.05,3
"25957",270.1,1
"25958",135.91,3
"25959",186.32,1
"25960",145.41,3
"25961",145.36,3
"25962",58.17,3
"25963",304.4,1
"25964",159.96,3
"25965",226.32,1
"25966",31.08,3
"25967",88.13,3
"25968",108.18,3
"25969",281.68,1
"25970",79,3
"25971",199.86,1
"25972",190.82,1
"25973",17.25,3
"25974",81.1,3
"25975",55.97,3
"25976",154.55,3
"25977",72.73,3
"25978",423.45,1
"25979",44.72,3
"25980",118.09,3
"25981",534.22,2
"25982",50.91,3
"25983",70.83,3
"25984",163.64,3
"25985",68.16,3
"25986",177.07,1
"25987",0,3
"25988",72.68,3
"25989",270.42,1
"25990",88.17,3
"25991",268.18,1
"25992",109.04,3
"25993",26.51,3
"25994",40.19,3
"25995",63.59,3
"25996",63.63,3
"25997",145.41,3
"25998",63.62,3
"25999",63.64,3
"26000",26.36,3
"26001",80.86,3
"26002",0,3
"26003",24.51,3
"26004",81.27,3
"26005",109.05,3
"26006",139.05,3
"26007",172.68,3
"26008",254.41,1
"26009",56.32,3
"26010",68.11,3
"26011",61.35,3
"26012",130.59,3
"26013",90,3
"26014",108.14,3
"26015",81.77,3
"26016",122.91,3
"26017",54.5,3
"26018",89.09,3
"26019",77.27,3
"26020",144.73,3
"26021",44.69,3
"26022",237.52,1
"26023",54.53,3
"26024",71.55,3
"26025",69.99,3
"26026",59.06,3
"26027",137.45,3
"26028",49.94,3
"26029",90.86,3
"26030",65.42,3
"26031",290.18,1
"26032",31.08,3
"26033",90.91,3
"26034",107.87,3
"26035",630.64,2
"26036",104.45,3
"26037",90.41,3
"26038",44.69,3
"26039",625.34,2
"26040",163.53,3
"26041",58.12,3
"26042",63.55,3
"26043",241.66,1
"26044",28.15,3
"26045",68.09,3
"26046",77.25,3
"26047",118.14,3
"26048",109.05,3
"26049",44.69,3
"26050",35.6,3
"26051",72.64,3
"26052",305.87,1
"26053",158.13,3
"26054",63.59,3
"26055",44.69,3
"26056",63.6,3
"26057",466.21,1
"26058",135.91,3
"26059",227.22,1
"26060",319.94,1
"26061",51.68,3
"26062",99.93,3
"26063",157.19,3
"26064",209.08,1
"26065",26.53,3
"26066",145.36,3
"26067",85.44,3
"26068",175.97,3
"26069",126.36,3
"26070",63.59,3
"26071",58.64,3
"26072",79.96,3
"26073",52.64,3
"26074",39.99,3
"26075",217.27,1
"26076",108.36,3
"26077",235.44,1
"26078",306.43,1
"26079",86.35,3
"26080",0,3
"26081",90.82,3
"26082",116.36,3
"26083",49.96,3
"26084",109.05,3
"26085",99.98,3
"26086",64.73,3
"26087",63.64,3
"26088",63.59,3
"26089",63.63,3
"26090",63.54,3
"26091",72.73,3
"26092",335.41,1
"26093",106.96,3
"26094",140.87,3
"26095",79.54,3
"26096",64.5,3
"26097",62.73,3
"26098",70.88,3
"26099",108.14,3
"26100",72.71,3
"26101",44.69,3
"26102",252.61,1
"26103",431.85,1
"26104",73.59,3
"26105",254.5,1
"26106",189.96,1
"26107",81.82,3
"26108",367.52,1
"26109",48.55,3
"26110",72.72,3
"26111",72.72,3
"26112",496.28,1
"26113",300,1
"26114",271.82,1
"26115",185.36,1
"26116",163.54,3
"26117",113.57,3
"26118",119.91,3
"26119",63.63,3
"26120",199.89,1
"26121",200,1
"26122",81.82,3
"26123",81.81,3
"26124",136.32,3
"26125",951.31,2
"26126",106.36,3
"26127",50.27,3
"26128",26.55,3
"26129",54.53,3
"26130",63.63,3
"26131",63.59,3
"26132",190.91,1
"26133",81.77,3
"26134",121.75,3
"26135",42.28,3
"26136",140,3
"26137",54.52,3
"26138",457.54,1
"26139",99.99,3
"26140",12.61,3
"26141",90.82,3
"26142",42.88,3
"26143",98.56,3
"26144",140.89,3
"26145",380.51,1
"26146",49.92,3
"26147",99.95,3
"26148",74.46,3
"26149",211.35,1
"26150",55.4,3
"26151",40.19,3
"26152",138.79,3
"26153",54.5,3
"26154",109.09,3
"26155",160,3
"26156",54.5,3
"26157",21.96,3
"26158",44.69,3
"26159",59,3
"26160",59.09,3
"26161",136.32,3
"26162",135.59,3
"26163",145.41,3
"26164",31.08,3
"26165",29.53,3
"26166",35.6,3
"26167",166,3
"26168",122.66,3
"26169",54.53,3
"26170",95.42,3
"26171",44.69,3
"26172",154.54,3
"26173",326.36,1
"26174",121.73,3
"26175",154.45,3
"26176",90.55,3
"26177",122.59,3
"26178",160.91,3
"26179",179.45,1
"26180",90.91,3
"26181",54.5,3
"26182",49.95,3
"26183",135.91,3
"26184",177.22,1
"26185",71.82,3
"26186",74.54,3
"26187",181.75,1
"26188",78.14,3
"26189",140.89,3
"26190",139.53,3
"26191",96.28,3
"26192",72.68,3
"26193",54.5,3
"26194",107.73,3
"26195",127.27,3
"26196",103.59,3
"26197",63.59,3
"26198",72.64,3
"26199",54.53,3
"26200",95.45,3
"26201",187.26,1
"26202",21.96,3
"26203",153.64,3
"26204",154.72,3
"26205",30.19,3
"26206",140.82,3
"26207",277.16,1
"26208",44.69,3
"26209",130.03,3
"26210",94.18,3
"26211",31.96,3
"26212",146.54,3
"26213",118.14,3
"26214",44.69,3
"26215",122.66,3
"26216",51.81,3
"26217",89.73,3
"26218",363.54,1
"26219",109.05,3
"26220",50.83,3
"26221",213.64,1
"26222",1504.19,2
"26223",208.95,1
"26224",72.66,3
"26225",335.45,1
"26226",143.97,3
"26227",70.84,3
"26228",54.5,3
"26229",54.5,3
"26230",293.6,1
"26231",47.26,3
"26232",28.15,3
"26233",116.32,3
"26234",149.98,3
"26235",39.73,3
"26236",44.69,3
"26237",149.91,3
"26238",95.32,3
"26239",224.89,1
"26240",37.42,3
"26241",352.73,1
"26242",113.18,3
"26243",113.18,3
"26244",172.68,3
"26245",97.27,3
"26246",86.32,3
"26247",127.27,3
"26248",77.27,3
"26249",245.36,1
"26250",55.62,3
"26251",39.99,3
"26252",107.91,3
"26253",42.41,3
"26254",63.59,3
"26255",135.45,3
"26256",131.55,3
"26257",109.02,3
"26258",282.04,1
"26259",222.54,1
"26260",242.59,1
"26261",60,3
"26262",127.18,3
"26263",154.5,3
"26264",72.72,3
"26265",54.55,3
"26266",63.59,3
"26267",35.64,3
"26268",163.54,3
"26269",117.23,3
"26270",54.46,3
"26271",53.95,3
"26272",72.72,3
"26273",95.37,3
"26274",45.45,3
"26275",4.04,3
"26276",227.14,1
"26277",98.14,3
"26278",67.21,3
"26279",254.55,1
"26280",117.27,3
"26281",181.72,1
"26282",90.86,3
"26283",46.23,3
"26284",81.77,3
"26285",146.37,3
"26286",90.91,3
"26287",26.33,3
"26288",160,3
"26289",227.05,1
"26290",163.64,3
"26291",0,3
"26292",58.05,3
"26293",53.32,3
"26294",272.73,1
"26295",98.18,3
"26296",90.72,3
"26297",41.98,3
"26298",185.87,1
"26299",172.63,3
"26300",208.09,1
"26301",82.69,3
"26302",354.44,1
"26303",236.22,1
"26304",63.64,3
"26305",35.31,3
"26306",72.68,3
"26307",131.36,3
"26308",48.95,3
"26309",147.23,3
"26310",232.54,1
"26311",31.05,3
"26312",54.5,3
"26313",109.09,3
"26314",218.13,1
