"","Revenue.AUD.","cluster"
"6842",58.05,3
"6843",134.41,3
"6844",90.91,3
"6845",90.91,3
"6846",72.7,3
"6847",43.61,3
"6848",35.45,3
"6849",262.07,1
"6850",109,3
"6851",104.42,3
"6852",72.68,3
"6853",99.2,3
"6854",93.78,3
"6855",100,3
"6856",213.46,1
"6857",35.6,3
"6858",59.07,3
"6859",204.41,1
"6860",77.2,3
"6861",89.01,3
"6862",42.74,3
"6863",72.64,3
"6864",54.5,3
"6865",210.87,1
"6866",394.94,1
"6867",63.59,3
"6868",81.77,3
"6869",272.64,1
"6870",136.32,3
"6871",68.09,3
"6872",154.55,3
"6873",163.54,3
"6874",204.45,1
"6875",163.64,3
"6876",135.45,3
"6877",72.69,3
"6878",90.86,3
"6879",99.95,3
"6880",85.36,3
"6881",89.02,3
"6882",123.6,3
"6883",54.5,3
"6884",214.73,1
"6885",54.48,3
"6886",280.32,1
"6887",51.55,3
"6888",213.09,1
"6889",226.82,1
"6890",181.68,1
"6891",71.82,3
"6892",46.91,3
"6893",172.63,3
"6894",90.86,3
"6895",164.5,3
"6896",398.43,1
"6897",271.82,1
"6898",117.99,3
"6899",181.68,1
"6900",81.77,3
"6901",54.5,3
"6902",245.41,1
"6903",11.96,3
"6904",111.34,3
"6905",59.07,3
"6906",83.62,3
"6907",42.92,3
"6908",72.68,3
"6909",198.59,1
"6910",183.71,1
"6911",54.5,3
"6912",160.89,3
"6913",195.25,1
"6914",101.81,3
"6915",0,3
"6916",0,3
"6917",0,3
"6918",0,3
"6919",0,3
"6920",0,3
"6921",0,3
"6922",0,3
"6923",0,3
"6924",0,3
"6925",0,3
"6926",0,3
"6927",0,3
"6928",0,3
"6929",0,3
"6930",0,3
"6931",0,3
"6932",0,3
"6933",0,3
"6934",0,3
"6935",0,3
"6936",0,3
"6937",0,3
"6938",0,3
"6939",0,3
"6940",0,3
"6941",0,3
"6942",0,3
"6943",0,3
"6944",0,3
"6945",0,3
"6946",0,3
"6947",0,3
"6948",0,3
"6949",0,3
"6950",0,3
"6951",0,3
"6952",0,3
"6953",0,3
"6954",0,3
"6955",0,3
"6956",0,3
"6957",0,3
"6958",0,3
"6959",0,3
"6960",0,3
"6961",0,3
"6962",0,3
"6963",0,3
"6964",0,3
"6965",0,3
"6966",0,3
"6967",0,3
"6968",0,3
"6969",0,3
"6970",0,3
"6971",0,3
"6972",0,3
"6973",0,3
"6974",0,3
"6975",0,3
"6976",0,3
"6977",0,3
"6978",0,3
"6979",0,3
"6980",0,3
"6981",0,3
"6982",0,3
"6983",0,3
"6984",0,3
"6985",172.73,3
"6986",68.14,3
"6987",51.82,3
"6988",35.6,3
"6989",163.64,3
"6990",268.18,1
"6991",168.41,3
"6992",99.95,3
"6993",198.07,1
"6994",208.09,1
"6995",59.05,3
"6996",129.43,3
"6997",116.71,3
"6998",40.17,3
"6999",81.77,3
"7000",272.73,1
"7001",336.32,1
"7002",217.27,1
"7003",95.41,3
"7004",109.09,3
"7005",145.41,3
"7006",60.68,3
"7007",140.1,3
"7008",145.41,3
"7009",103.57,3
"7010",77.73,3
"7011",41.24,3
"7012",172.64,3
"7013",59.07,3
"7014",212.64,1
"7015",138.15,3
"7016",72.72,3
"7017",177.18,1
"7018",72,3
"7019",67.79,3
"7020",68.04,3
"7021",26.51,3
"7022",71.82,3
"7023",145.36,3
"7024",159.96,3
"7025",61.82,3
"7026",54.5,3
"7027",315.9,1
"7028",54.5,3
"7029",41.06,3
"7030",54.55,3
"7031",81.79,3
"7032",127.27,3
"7033",56.82,3
"7034",63.59,3
"7035",106.28,3
"7036",90.91,3
"7037",90,3
"7038",110.44,3
"7039",268.18,1
"7040",199.95,1
"7041",108.18,3
"7042",262.64,1
"7043",51.77,3
"7044",72.68,3
"7045",100.9,3
"7046",253.63,1
"7047",19.59,3
"7048",111.27,3
"7049",65.42,3
"7050",145.41,3
"7051",26.21,3
"7052",171.86,3
"7053",104.28,3
"7054",70,3
"7055",45.61,3
"7056",95.41,3
"7057",118.89,3
"7058",204.03,1
"7059",95.2,3
"7060",49.09,3
"7061",86.32,3
"7062",155.7,3
"7063",81.77,3
"7064",53.36,3
"7065",106.41,3
"7066",61.78,3
"7067",185.42,1
"7068",49.96,3
"7069",146.41,3
"7070",168.18,3
"7071",54.5,3
"7072",65.84,3
"7073",191.7,1
"7074",393.73,1
"7075",142.18,3
"7076",123.6,3
"7077",117.13,3
"7078",99.91,3
"7079",180.91,1
"7080",274.82,1
"7081",109.05,3
"7082",263.59,1
"7083",86.26,3
"7084",163.6,3
"7085",54.5,3
"7086",168.02,3
"7087",127.18,3
"7088",125.46,3
"7089",261.64,1
"7090",52.27,3
"7091",72.71,3
"7092",90.86,3
"7093",49.9,3
"7094",190.63,1
"7095",68.14,3
"7096",54.5,3
"7097",380.41,1
"7098",80.84,3
"7099",136.32,3
"7100",113.64,3
"7101",68.14,3
"7102",63.59,3
"7103",49.91,3
"7104",181.77,1
"7105",159.2,3
"7106",159.05,3
"7107",54.5,3
"7108",90.91,3
"7109",72.68,3
"7110",189.71,1
"7111",245.45,1
"7112",127.27,3
"7113",233.5,1
"7114",136.27,3
"7115",398.04,1
"7116",199.09,1
"7117",144.26,3
"7118",80.91,3
"7119",81.05,3
"7120",168.04,3
"7121",114.41,3
"7122",200.25,1
"7123",114.91,3
"7124",59.09,3
"7125",0,3
"7126",12.67,3
"7127",59.05,3
"7128",63.23,3
"7129",0,3
"7130",20.63,3
"7131",71.32,3
"7132",144.55,3
"7133",54.46,3
"7134",42.84,3
"7135",0,3
"7136",63.59,3
"7137",472.64,1
"7138",68.09,3
"7139",298.11,1
"7140",81.77,3
"7141",140.91,3
"7142",63.6,3
"7143",58.18,3
"7144",118.18,3
"7145",131.77,3
"7146",144.55,3
"7147",163.54,3
"7148",12.28,3
"7149",21.78,3
"7150",163.59,3
"7151",163.64,3
"7152",204.04,1
"7153",68.12,3
"7154",209.05,1
"7155",44.69,3
"7156",99.04,3
"7157",21.81,3
"7158",243.37,1
"7159",59.05,3
"7160",90.91,3
"7161",58.95,3
"7162",104.5,3
"7163",279.17,1
"7164",59.05,3
"7165",145.41,3
"7166",109,3
"7167",122.73,3
"7168",1437.02,2
"7169",63.59,3
"7170",123.75,3
"7171",76.36,3
"7172",291.51,1
"7173",134.55,3
"7174",235.41,1
"7175",54.49,3
"7176",144.45,3
"7177",145.45,3
"7178",122.66,3
"7179",141.74,3
"7180",63.64,3
"7181",81.32,3
"7182",53.17,3
"7183",118.17,3
"7184",126.36,3
"7185",158.99,3
"7186",59.86,3
"7187",659,2
"7188",222.73,1
"7189",289.9,1
"7190",54.5,3
"7191",189.09,1
"7192",68.96,3
"7193",131.77,3
"7194",61.76,3
"7195",82.68,3
"7196",109.05,3
"7197",57.24,3
"7198",63.55,3
"7199",41.37,3
"7200",172.59,3
"7201",37.92,3
"7202",154.45,3
"7203",108.98,3
"7204",54.5,3
"7205",49.95,3
"7206",17.24,3
"7207",139.05,3
"7208",189.59,1
"7209",154.45,3
"7210",59.09,3
"7211",81.77,3
"7212",99.95,3
"7213",67.91,3
"7214",705.29,2
"7215",425.59,1
"7216",48.62,3
"7217",145.41,3
"7218",81.77,3
"7219",118.18,3
"7220",49.95,3
"7221",49.95,3
"7222",63.64,3
"7223",50.89,3
"7224",74.45,3
"7225",44.69,3
"7226",43.62,3
"7227",44.51,3
"7228",81.77,3
"7229",28.33,3
"7230",54.5,3
"7231",90.86,3
"7232",171.68,3
"7233",59.07,3
"7234",209,1
"7235",72.23,3
"7236",172.59,3
"7237",254.45,1
"7238",85.64,3
"7239",126.36,3
"7240",72.68,3
"7241",176.22,3
"7242",90.82,3
"7243",124.04,3
"7244",489.41,1
"7245",138.1,3
"7246",72.68,3
"7247",24.26,3
"7248",182.45,1
"7249",0,3
"7250",192.7,1
"7251",144.45,3
"7252",290.91,1
"7253",175.8,3
"7254",38.14,3
"7255",90.86,3
"7256",292.68,1
"7257",101.77,3
"7258",67.23,3
"7259",44.23,3
"7260",109.05,3
"7261",43.07,3
"7262",183.4,1
"7263",63.59,3
"7264",81.8,3
"7265",95.41,3
"7266",74.09,3
"7267",0,3
"7268",0,3
"7269",50.86,3
"7270",90.82,3
"7271",156.32,3
"7272",168.1,3
"7273",100,3
"7274",153.64,3
"7275",67.23,3
"7276",63.59,3
"7277",136.27,3
"7278",145.41,3
"7279",72.69,3
"7280",217.27,1
"7281",105.35,3
"7282",31.09,3
"7283",318.14,1
"7284",153.64,3
"7285",35.44,3
"7286",105.75,3
"7287",72.23,3
"7288",46.31,3
"7289",109.05,3
"7290",89.97,3
"7291",127.18,3
"7292",145.38,3
"7293",58.15,3
"7294",181.77,1
"7295",90.82,3
"7296",130.87,3
"7297",106.28,3
"7298",272.73,1
"7299",163.55,3
"7300",99.05,3
"7301",72.69,3
"7302",357.98,1
"7303",213.18,1
"7304",277.73,1
"7305",2.84,3
"7306",199.21,1
"7307",109.09,3
"7308",90,3
"7309",290.86,1
"7310",71.82,3
"7311",0,3
"7312",50,3
"7313",50.18,3
"7314",689.86,2
"7315",271.82,1
"7316",118.18,3
"7317",52.23,3
"7318",111.7,3
"7319",35.42,3
"7320",35.42,3
"7321",0,3
"7322",109.05,3
"7323",63.64,3
"7324",26.53,3
"7325",40.14,3
"7326",180.81,1
"7327",56.77,3
"7328",63.59,3
"7329",99.82,3
"7330",63.59,3
"7331",21.78,3
"7332",54.5,3
"7333",272.57,1
"7334",145.36,3
"7335",63.64,3
"7336",136.35,3
"7337",66.36,3
"7338",149.87,3
"7339",212.23,1
"7340",261.75,1
"7341",24.72,3
"7342",325.4,1
"7343",81.77,3
"7344",163.55,3
"7345",139.96,3
"7346",154.5,3
"7347",72.67,3
"7348",73.59,3
"7349",81.81,3
"7350",131.76,3
"7351",109.09,3
"7352",24.73,3
"7353",72.67,3
"7354",171.8,3
"7355",90.9,3
"7356",59.07,3
"7357",109.05,3
"7358",215.28,1
"7359",159.92,3
"7360",436.36,1
"7361",74.97,3
"7362",125.45,3
"7363",60.87,3
"7364",184.52,1
"7365",29.61,3
"7366",59.07,3
"7367",204.55,1
"7368",63.59,3
"7369",42.28,3
"7370",108.18,3
"7371",35.55,3
"7372",314.45,1
"7373",163.59,3
"7374",181.77,1
"7375",40.14,3
"7376",127.26,3
"7377",63.59,3
"7378",154.5,3
"7379",181.77,1
"7380",45.45,3
"7381",199.09,1
"7382",162.73,3
"7383",166.55,3
"7384",86.27,3
"7385",90.86,3
"7386",213.64,1
"7387",59.09,3
"7388",45.45,3
"7389",136.32,3
"7390",90.86,3
"7391",54.46,3
"7392",54.5,3
"7393",172.6,3
"7394",259.9,1
"7395",0,3
"7396",0,3
"7397",76.05,3
"7398",63.59,3
"7399",145.36,3
"7400",72.68,3
"7401",210.83,1
"7402",5.41,3
"7403",72.68,3
"7404",100,3
"7405",81.77,3
"7406",22.9,3
"7407",63.59,3
"7408",500.95,1
"7409",65.91,3
"7410",71.79,3
"7411",307.68,1
"7412",114.49,3
"7413",167.74,3
"7414",197.6,1
"7415",44.73,3
"7416",104.44,3
"7417",86.26,3
"7418",44.64,3
"7419",254.55,1
"7420",109.09,3
"7421",263.5,1
"7422",199.91,1
"7423",0,3
"7424",362.73,1
"7425",1321.84,2
"7426",227.24,1
"7427",80,3
"7428",90.91,3
"7429",1050.24,2
"7430",108.18,3
"7431",154.46,3
"7432",81.81,3
"7433",40.19,3
"7434",80.86,3
"7435",272.63,1
"7436",63.64,3
"7437",227.23,1
"7438",97.15,3
"7439",63.64,3
"7440",61.77,3
"7441",0,3
"7442",63.59,3
"7443",63.59,3
"7444",299.04,1
"7445",115.45,3
"7446",115.45,3
"7447",245.4,1
"7448",388.87,1
"7449",236.27,1
"7450",211.81,1
"7451",153.64,3
"7452",81.77,3
"7453",90,3
"7454",127.23,3
"7455",290.19,1
"7456",42.75,3
"7457",280.91,1
"7458",172.64,3
"7459",58.15,3
"7460",72.68,3
"7461",68.18,3
"7462",68.18,3
"7463",417.17,1
"7464",26.51,3
"7465",194.49,1
"7466",72.68,3
"7467",34.96,3
"7468",54.5,3
"7469",90.86,3
"7470",81.74,3
"7471",50.44,3
"7472",82.68,3
"7473",44.19,3
"7474",81.79,3
"7475",70.86,3
"7476",61.74,3
"7477",115.42,3
"7478",90.91,3
"7479",76.82,3
"7480",125.45,3
"7481",6.71,3
"7482",190.87,1
"7483",306.71,1
"7484",102.66,3
"7485",199.09,1
"7486",197.73,1
"7487",127.23,3
"7488",234.82,1
"7489",66.8,3
"7490",26.29,3
"7491",86.32,3
"7492",81.82,3
"7493",79.99,3
"7494",99.99,3
"7495",59.03,3
"7496",418.18,1
"7497",81.77,3
"7498",81.77,3
"7499",81.36,3
"7500",254.55,1
"7501",26.51,3
"7502",113.53,3
"7503",145.27,3
"7504",170.79,3
"7505",163.55,3
"7506",131.68,3
"7507",154.5,3
"7508",154.5,3
"7509",96.27,3
"7510",149.87,3
"7511",266.72,1
"7512",118.14,3
"7513",59.05,3
"7514",163.44,3
"7515",72.69,3
"7516",54.5,3
"7517",44.69,3
"7518",99.95,3
"7519",44.69,3
"7520",72.68,3
"7521",399.72,1
"7522",176.35,3
"7523",385.46,1
"7524",99.95,3
"7525",22.69,3
"7526",54.5,3
"7527",136.23,3
"7528",363.59,1
"7529",154.5,3
"7530",108.18,3
"7531",271.82,1
"7532",245.46,1
"7533",54.54,3
"7534",81.77,3
"7535",59.07,3
"7536",72.73,3
"7537",207.75,1
"7538",54.5,3
"7539",43.8,3
"7540",122.69,3
"7541",90.86,3
"7542",80.91,3
"7543",90.25,3
"7544",60.14,3
"7545",95.42,3
"7546",101.82,3
"7547",136.27,3
"7548",149.88,3
"7549",106.31,3
"7550",54.5,3
"7551",154.5,3
"7552",90.82,3
"7553",363.36,1
"7554",90.86,3
"7555",100,3
"7556",30.9,3
"7557",329.45,1
"7558",326.83,1
"7559",116.25,3
"7560",131.82,3
"7561",81.77,3
"7562",149.96,3
"7563",109.09,3
"7564",72.13,3
"7565",244.43,1
"7566",399.9,1
"7567",162.36,3
"7568",114.55,3
"7569",118.09,3
"7570",90.82,3
"7571",209,1
"7572",137.45,3
"7573",43.78,3
"7574",136.32,3
"7575",26.33,3
"7576",31.08,3
"7577",107.73,3
"7578",90.71,3
"7579",63.59,3
"7580",100,3
"7581",190.82,1
"7582",44.69,3
"7583",68.18,3
"7584",109.09,3
"7585",100,3
"7586",239.8,1
"7587",94.51,3
"7588",180.91,1
"7589",145.4,3
"7590",40.14,3
"7591",170.85,3
"7592",104.47,3
"7593",59.05,3
"7594",140.72,3
"7595",226.36,1
"7596",72.68,3
"7597",163.59,3
"7598",72.73,3
"7599",72.68,3
"7600",256.22,1
"7601",309.04,1
"7602",54.48,3
"7603",81.54,3
"7604",199,1
"7605",79.94,3
"7606",81.82,3
"7607",221.79,1
"7608",424.39,1
"7609",181.77,1
"7610",118.1,3
"7611",63.48,3
"7612",54.5,3
"7613",68.18,3
"7614",108.17,3
"7615",53.63,3
"7616",122.73,3
"7617",195.34,1
"7618",102.27,3
"7619",0,3
"7620",127.27,3
"7621",79.93,3
"7622",429.9,1
"7623",0,3
"7624",31.1,3
"7625",227.21,1
"7626",163.16,3
"7627",140.79,3
"7628",54.5,3
"7629",272.64,1
"7630",90.91,3
"7631",105.47,3
"7632",426.31,1
"7633",81.77,3
"7634",63.59,3
"7635",0,3
"7636",145.41,3
"7637",170.37,3
"7638",382.46,1
"7639",146.54,3
"7640",54.5,3
"7641",90,3
"7642",71.82,3
"7643",90.82,3
"7644",77.18,3
"7645",0,3
"7646",263.5,1
"7647",122.69,3
"7648",127.16,3
"7649",0,3
"7650",66.31,3
"7651",72.68,3
"7652",90.86,3
"7653",45.45,3
"7654",81.77,3
"7655",135.45,3
"7656",90.86,3
"7657",148.99,3
"7658",76.37,3
"7659",0,3
"7660",18.58,3
"7661",152.68,3
"7662",50.9,3
"7663",253.64,1
"7664",63.64,3
"7665",113.91,3
"7666",60.91,3
"7667",122.62,3
"7668",80.64,3
"7669",114.54,3
"7670",131.76,3
"7671",427.28,1
"7672",117.73,3
"7673",221.54,1
"7674",90.91,3
"7675",16.78,3
"7676",69.51,3
"7677",100,3
"7678",31.96,3
"7679",54.05,3
"7680",90.91,3
"7681",372.23,1
"7682",88.5,3
"7683",436.7,1
"7684",119.28,3
"7685",81.77,3
"7686",111.36,3
"7687",195.55,1
"7688",63.59,3
"7689",202.87,1
"7690",238.26,1
"7691",101.73,3
"7692",57.22,3
"7693",140.47,3
"7694",54.55,3
"7695",90.91,3
"7696",109.09,3
"7697",68.15,3
"7698",54.46,3
"7699",90.91,3
"7700",130.91,3
"7701",72.68,3
"7702",561.61,2
"7703",90,3
"7704",58.15,3
"7705",35.6,3
"7706",90.86,3
"7707",26.51,3
"7708",218.11,1
"7709",31.05,3
"7710",290.91,1
"7711",167.24,3
"7712",105.45,3
"7713",89.95,3
"7714",72.64,3
"7715",108.18,3
"7716",54.05,3
"7717",136.35,3
"7718",227.19,1
"7719",113.09,3
"7720",118.09,3
"7721",90.86,3
"7722",386.36,1
"7723",115.45,3
"7724",199.91,1
"7725",31.08,3
"7726",54.05,3
"7727",86.32,3
"7728",59.05,3
"7729",90.89,3
"7730",72.69,3
"7731",86.99,3
"7732",90.86,3
"7733",56.64,3
"7734",118.18,3
"7735",245.23,1
"7736",61.32,3
"7737",53.64,3
"7738",95.36,3
"7739",90,3
"7740",113.55,3
"7741",186.3,1
"7742",68.18,3
"7743",72.73,3
"7744",390.29,1
"7745",289.96,1
"7746",262.83,1
"7747",90.91,3
"7748",81.77,3
"7749",89.73,3
"7750",58.91,3
"7751",112.63,3
"7752",369.75,1
"7753",45.45,3
"7754",44.69,3
"7755",72.06,3
"7756",1403.32,2
"7757",43.83,3
"7758",44.72,3
"7759",90.87,3
"7760",118.1,3
"7761",138.04,3
"7762",99.91,3
"7763",106.22,3
"7764",61.31,3
"7765",399.91,1
"7766",244.77,1
"7767",72.72,3
"7768",82.72,3
"7769",199.95,1
"7770",59.07,3
"7771",64.45,3
"7772",109.09,3
"7773",41.68,3
"7774",94.51,3
"7775",148.13,3
"7776",127.27,3
"7777",81.82,3
"7778",200,1
"7779",90.86,3
"7780",68.09,3
"7781",39.96,3
"7782",127.27,3
"7783",72.72,3
"7784",168.05,3
"7785",65.18,3
"7786",80.17,3
"7787",308.42,1
"7788",181.78,1
"7789",117.27,3
"7790",95.41,3
"7791",163.59,3
"7792",0,3
"7793",107.23,3
"7794",136.36,3
"7795",109.05,3
"7796",199.98,1
"7797",136.32,3
"7798",145.45,3
"7799",354.55,1
"7800",50.9,3
"7801",35.63,3
"7802",63.59,3
"7803",72,3
"7804",72.68,3
"7805",72.68,3
"7806",31.08,3
"7807",726.12,2
"7808",99.95,3
"7809",324.42,1
"7810",102.23,3
"7811",138.11,3
"7812",35.42,3
"7813",54.5,3
"7814",72,3
"7815",254.55,1
"7816",26.51,3
"7817",53.41,3
"7818",243.53,1
"7819",102.59,3
"7820",147.23,3
"7821",135.18,3
"7822",53.32,3
"7823",54.5,3
"7824",65.91,3
"7825",81.91,3
"7826",112.53,3
"7827",118.18,3
"7828",68.09,3
"7829",338.82,1
"7830",24.69,3
"7831",136.3,3
"7832",143.55,3
"7833",87.09,3
"7834",44.51,3
"7835",84.09,3
"7836",110.57,3
"7837",63.55,3
"7838",83.62,3
"7839",43.65,3
"7840",85.64,3
"7841",77.18,3
"7842",50.88,3
"7843",90.99,3
"7844",137.45,3
"7845",98.64,3
"7846",46.59,3
"7847",154.5,3
"7848",143.6,3
"7849",54.5,3
"7850",127.23,3
"7851",110.83,3
"7852",0,3
"7853",163.64,3
"7854",54.5,3
"7855",81.77,3
"7856",467.98,1
"7857",54.5,3
"7858",63.59,3
"7859",68.09,3
"7860",171.44,3
"7861",0,3
"7862",71.82,3
"7863",109.05,3
"7864",39.59,3
"7865",90,3
"7866",145.41,3
"7867",78.46,3
"7868",270.86,1
"7869",89.64,3
"7870",109.09,3
"7871",137.45,3
"7872",145.85,3
"7873",381.65,1
"7874",63.59,3
"7875",154.49,3
"7876",61.82,3
"7877",169.49,3
"7878",144.55,3
"7879",94.51,3
"7880",73.63,3
"7881",154.5,3
"7882",228.53,1
"7883",39.02,3
"7884",29.97,3
"7885",79.08,3
"7886",210,1
"7887",158.82,3
"7888",76.5,3
"7889",231.66,1
"7890",232.65,1
"7891",129.07,3
"7892",0,3
"7893",68.14,3
"7894",122.69,3
"7895",68.16,3
"7896",145.44,3
"7897",63.59,3
"7898",63.59,3
"7899",181.77,1
"7900",21.96,3
"7901",245.2,1
"7902",109.09,3
"7903",54.05,3
"7904",63.64,3
"7905",71.51,3
"7906",60.81,3
"7907",90,3
"7908",61.35,3
"7909",54.5,3
"7910",21.78,3
"7911",86.28,3
"7912",63.6,3
"7913",259.09,1
"7914",61.8,3
"7915",90.86,3
"7916",118.14,3
"7917",63.59,3
"7918",114.19,3
"7919",63.59,3
"7920",81.24,3
"7921",73.59,3
"7922",208.18,1
"7923",108.33,3
"7924",163.59,3
"7925",163.59,3
"7926",63.59,3
"7927",134.5,3
"7928",76.82,3
"7929",163.59,3
"7930",63.59,3
"7931",81.77,3
"7932",90.86,3
"7933",86.73,3
"7934",81.82,3
"7935",95.46,3
"7936",63.64,3
"7937",54.5,3
"7938",217.27,1
"7939",49.03,3
"7940",262.33,1
"7941",50.87,3
"7942",63.59,3
"7943",615.55,2
"7944",109.03,3
"7945",45.45,3
"7946",63.64,3
"7947",281.71,1
"7948",65.86,3
"7949",118.14,3
"7950",145.41,3
"7951",145.41,3
"7952",44.69,3
"7953",136.27,3
"7954",87.68,3
"7955",108.11,3
"7956",218.18,1
"7957",105.42,3
"7958",68.18,3
"7959",70.85,3
"7960",109.09,3
"7961",354.31,1
"7962",42.88,3
"7963",81.73,3
"7964",0,3
"7965",31.1,3
"7966",90.86,3
"7967",90.86,3
"7968",113.55,3
"7969",106.27,3
"7970",86.34,3
"7971",63.61,3
"7972",72.73,3
"7973",145.36,3
"7974",118.18,3
"7975",80.91,3
"7976",50.91,3
"7977",190.91,1
"7978",9.27,3
"7979",63.59,3
"7980",54.5,3
"7981",107.98,3
"7982",177.18,1
"7983",163.64,3
"7984",90.86,3
"7985",118.14,3
"7986",134.96,3
"7987",146.05,3
"7988",68.08,3
"7989",141.64,3
"7990",135.41,3
"7991",101.37,3
"7992",145.45,3
"7993",77.23,3
"7994",63.59,3
"7995",336.27,1
"7996",21.63,3
"7997",50,3
"7998",208.94,1
"7999",136.32,3
"8000",299.95,1
"8001",145.45,3
"8002",141.82,3
"8003",138.87,3
"8004",87.23,3
"8005",65.41,3
"8006",28.31,3
"8007",63.59,3
"8008",140,3
"8009",276.26,1
"8010",186.18,1
"8011",18.36,3
"8012",80.59,3
"8013",62.41,3
"8014",36.53,3
"8015",172.64,3
"8016",127.2,3
"8017",74.49,3
"8018",0,3
"8019",63.59,3
"8020",72.82,3
"8021",24.91,3
"8022",68.14,3
"8023",163.59,3
"8024",46.33,3
"8025",109.02,3
"8026",151.69,3
"8027",181.82,1
"8028",60,3
"8029",191.37,1
"8030",181.73,1
"8031",104.55,3
"8032",145.41,3
"8033",57.27,3
"8034",63.63,3
"8035",16.83,3
"8036",104.55,3
"8037",44.51,3
"8038",105.37,3
"8039",244.63,1
"8040",90,3
"8041",227.23,1
"8042",163.59,3
"8043",90.91,3
"8044",90.86,3
"8045",143.32,3
"8046",109,3
"8047",230.94,1
"8048",209.05,1
"8049",113.6,3
"8050",55.73,3
"8051",60.3,3
"8052",121.1,3
"8053",109.82,3
"8054",399.55,1
"8055",67.73,3
"8056",24.64,3
"8057",35.61,3
"8058",63.57,3
"8059",113.54,3
"8060",53.64,3
"8061",208.18,1
"8062",72.73,3
"8063",11.96,3
"8064",176.66,3
"8065",54.5,3
"8066",270.9,1
"8067",592.02,2
"8068",144.54,3
"8069",127.18,3
"8070",118.14,3
"8071",48.49,3
"8072",61.43,3
"8073",57.71,3
"8074",54.34,3
"8075",101.74,3
"8076",63.63,3
"8077",362.73,1
"8078",35.6,3
"8079",62.87,3
"8080",243.64,1
"8081",127.18,3
"8082",47.06,3
"8083",72.68,3
"8084",226.36,1
"8085",72.68,3
"8086",58.14,3
"8087",154.64,3
"8088",44.51,3
"8089",90,3
"8090",163.64,3
"8091",109.09,3
"8092",168.95,3
"8093",40.17,3
"8094",63.59,3
"8095",0,3
"8096",104.5,3
"8097",263.64,1
"8098",199.94,1
"8099",90.91,3
"8100",129.55,3
"8101",234.55,1
"8102",81.77,3
"8103",87.6,3
"8104",65.45,3
"8105",181.76,1
"8106",130.09,3
"8107",63.59,3
"8108",271.76,1
"8109",335.45,1
"8110",90.86,3
"8111",95.36,3
"8112",81.77,3
"8113",59.95,3
"8114",68.09,3
"8115",54.53,3
"8116",156.31,3
"8117",199.91,1
"8118",44.69,3
"8119",246.8,1
"8120",58.15,3
"8121",361.1,1
"8122",292.09,1
"8123",271.8,1
"8124",75.86,3
"8125",81.81,3
"8126",72.68,3
"8127",172.62,3
"8128",390.64,1
"8129",72.68,3
"8130",154.5,3
"8131",63.59,3
"8132",272.64,1
"8133",271.82,1
"8134",107.29,3
"8135",21.09,3
"8136",125.34,3
"8137",102.23,3
"8138",231.82,1
"8139",227.2,1
"8140",333.23,1
"8141",81.82,3
"8142",172.59,3
"8143",127.23,3
"8144",109.05,3
"8145",155.45,3
"8146",90.86,3
"8147",145.36,3
"8148",136.27,3
"8149",109,3
"8150",31.08,3
"8151",99.19,3
"8152",116.91,3
"8153",35.6,3
"8154",44.51,3
"8155",90,3
"8156",118.13,3
"8157",158.45,3
"8158",90.86,3
"8159",49.94,3
"8160",154.53,3
"8161",81.77,3
"8162",72,3
"8163",99.95,3
"8164",54.53,3
"8165",109.05,3
"8166",619.88,2
"8167",410.84,1
"8168",72.68,3
"8169",127.27,3
"8170",63.59,3
"8171",29.09,3
"8172",145.41,3
"8173",0,3
"8174",136.23,3
"8175",62.68,3
"8176",104.48,3
"8177",770.85,2
"8178",90.86,3
"8179",132.27,3
"8180",47.25,3
"8181",162.46,3
"8182",266.36,1
"8183",115.83,3
"8184",86.23,3
"8185",145.33,3
"8186",135.45,3
"8187",204.5,1
"8188",73.78,3
"8189",81.77,3
"8190",72.73,3
"8191",63.59,3
"8192",63.59,3
"8193",78.13,3
"8194",95.4,3
"8195",45.45,3
"8196",183.49,1
"8197",0,3
"8198",0,3
"8199",0,3
"8200",121.85,3
"8201",81.82,3
"8202",35.6,3
"8203",81.81,3
"8204",76.35,3
"8205",109.05,3
"8206",97.27,3
"8207",66.75,3
"8208",562.75,2
"8209",175.91,3
"8210",252.92,1
"8211",104.48,3
"8212",213.59,1
"8213",598.95,2
"8214",65.43,3
"8215",64.48,3
"8216",118.18,3
"8217",345.36,1
"8218",181.77,1
"8219",80.91,3
"8220",166.46,3
"8221",213.14,1
"8222",316.36,1
"8223",126.72,3
"8224",104.54,3
"8225",54.5,3
"8226",15.6,3
"8227",44.72,3
"8228",149.96,3
"8229",153.64,3
"8230",81.74,3
"8231",63.59,3
"8232",90,3
"8233",52.72,3
"8234",112.64,3
"8235",98.14,3
"8236",0,3
"8237",90.91,3
"8238",544.27,2
"8239",54.5,3
"8240",90.91,3
"8241",261.34,1
"8242",63.64,3
"8243",63.64,3
"8244",63.59,3
"8245",88.96,3
"8246",0,3
"8247",90.84,3
"8248",295.99,1
"8249",77.25,3
"8250",185.31,1
"8251",99.95,3
"8252",76.32,3
"8253",54.5,3
"8254",209.05,1
"8255",209.05,1
"8256",218.18,1
"8257",362.73,1
"8258",108.18,3
"8259",81.77,3
"8260",81.05,3
"8261",194.95,1
"8262",124.7,3
"8263",179.95,1
"8264",121.91,3
"8265",59,3
"8266",133.48,3
"8267",199.94,1
